mean,max,min,std,ft_400HHz,ft_800HHz,ft_1200HHz,ft_1600HHz,ft_2000HHz,ft_2400HHz,ft_2800HHz,ft_3200HHz,ft_3600HHz,ft_4000HHz,ft_4400HHz,ft_4800HHz,ft_5200HHz,ft_5600HHz,ft_6000HHz,ft_6400HHz,ft_6800HHz,ft_7200HHz,ft_7600HHz,ft_8000HHz,ft_8400HHz,ft_8800HHz,ft_9200HHz,ft_9600HHz,ft_10000HHz,ft_10400HHz,ft_10800HHz,ft_11200HHz,ft_11600HHz,ft_12000HHz,ft_12400HHz,ft_12800HHz,ft_13200HHz,ft_13600HHz,ft_14000HHz,ft_14400HHz,ft_14800HHz,ft_15200HHz,ft_15600HHz,ft_16000HHz,ft_16400HHz,ft_16800HHz,ft_17200HHz,ft_17600HHz,ft_18000HHz,ft_18400HHz,ft_18800HHz,ft_19200HHz,ft_19600HHz,ft_20000HHz,label
-0.96027125,33.0,-39.0,13.870732978936807,10921597.041490162,322469.8986686246,141950.89170305905,155953.620559581,66953.21928421057,14091.780679628382,0.0,41334.299405260885,107326.04423075085,947103.6819744402,177002.18415549357,0.0,0.0,0.0,0.0,1411522.1246224353,0.0,0.0,50207.754392940595,0.0,0.0,0.0,0.0,25121.953846348417,126114.66315723483,0.0,0.0,0.0,0.0,156167.38669656718,0.0,0.0,0.0,0.0,106439.48401706608,0.0,155582.26093942963,548256.1145250584,1112368.8276085644,10394.25614512384,0.0,0.0,0.0,0.0,303428.80530691263,0.0,0.0,0.0,0.0,0.0,0.0
-0.99740125,52.0,-77.0,13.67363853211671,10055496.14007317,422738.1726498819,358269.3219563259,436990.7115818724,68082.31790641416,18736.80960306819,0.0,17926.290314720623,60014.88674263623,889703.7142125391,250845.3228013346,0.0,0.0,0.0,669089.3492461746,184011.98256568174,0.0,0.0,123482.88486889767,0.0,0.0,0.0,0.0,131797.14514629534,58313.60682999206,0.0,0.0,0.0,0.0,9549.947628742877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.17558625,33.0,-40.0,12.938380403702784,9008258.932072854,499348.5738166438,390099.1413486207,442539.03300288384,86266.83128135136,18818.94438332336,0.0,49174.00624474132,140063.20243598646,898845.2302326896,217271.27708036968,0.0,0.0,0.0,540496.0402198357,172354.03685151975,0.0,0.0,190061.26845553913,0.0,0.0,0.0,0.0,138955.8657389654,87927.94352818377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.03600375,58.0,-43.0,13.545785390311012,9421566.775948387,525097.3838764469,394985.0619003175,480232.2696499603,91047.98342096644,28996.837225640927,0.0,56336.80219490261,154691.7002601922,1025375.1667064383,274124.7631178503,0.0,0.0,0.0,599043.638355014,137906.5487703704,0.0,0.0,117771.50126623937,0.0,0.0,0.0,0.0,164638.72209812363,74906.76880297181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.71417375,28.0,-26.0,15.052122452092888,19864589.573703583,905957.4753388697,623360.7991717544,339683.237033964,93488.627597373,0.0,236568.0772878458,2811162.601074232,104770.15667019827,0.0,9962.3747735772,0.0,0.0,0.0,0.0,13267.80203604831,0.0,0.0,46103.856128496984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.148045,39.0,-33.0,12.691086990781612,9369415.366608633,458081.95207102,54541.58781521366,100038.01562448898,64625.499361290786,27562.886969959836,0.0,18119.357306210415,82194.26661648737,903731.4728238246,169372.14917617862,0.0,18696.733879890526,0.0,54869.34876355955,327848.35266932135,0.0,0.0,254753.14816512272,0.0,0.0,0.0,0.0,25126.674048005105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.99436875,57.0,-56.0,13.535403431296611,9594769.396476898,276580.38602209906,153627.86779154986,201551.3245316033,75271.86217285122,0.0,0.0,0.0,9196.144043075055,1044097.3322338243,229341.57398575364,0.0,0.0,0.0,11341.15884815196,271405.98384216975,0.0,0.0,12898.066816609768,0.0,0.0,0.0,0.0,0.0,203563.34723971592,0.0,0.0,0.0,0.0,111634.73648003003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12179.938947241099,0.0,16390.17314299063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.34294625,24.0,-27.0,13.167268731244848,13442597.217723671,472250.92896750465,391208.82206958265,179768.2695474503,26324.639395150334,0.0,177033.33250484738,988842.7601996363,1465410.3723845133,1343996.6586188118,0.0,0.0,0.0,0.0,8597.425157461108,905245.7699210779,0.0,63814.399507136375,535500.1354572136,0.0,0.0,13130.955700195054,0.0,0.0,267465.7389828941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32668.82417807877,0.0,0.0,0.0,247610.55648155956,22043.664296166637,0.0,0.0,0.0,111861.82085179156,106260.0344323072,0.0,0.0,0.0,0.0,0.0,0.0
-1.94407375,26.0,-29.0,15.616830772000926,14069963.451787684,507491.40752236487,688222.9622270282,302135.53034794366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18120.893312671848,0.0,0.0,0.0,0.0,0.0,126614.75401736857,75864.3989676389,0.0,0.0,0.0,58137.674346698055,107750.96084739578,216190.373262933,0.0,0.0,0.0,121257.48608672217,0.0,0.0,0.0,1208265.239201035,298304.27075270575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.94091875,46.0,-49.0,14.770517454244137,12314184.523891306,2075269.738871958,3435645.9988052766,738969.934690706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117458.57420571004,25352.954239082872,0.0,0.0,83714.65700774718,0.0,0.0,0.0,0.0,16958.73609524944,24378.355914068175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.87315125,87.0,-94.0,14.961873644925028,11278158.790431442,1405100.4000967098,2754290.2728888877,563158.1582424976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52689.33190611062,44649.69430752344,0.0,0.0,39002.035599995805,0.0,0.0,0.0,0.0,25037.62278655333,21141.72188284955,0.0,0.0,0.0,0.0,24719.833519457003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.16943,23.0,-22.0,12.790008520540454,8992703.826502169,545213.623077514,171834.178683229,197425.0953459633,93587.73460578418,16501.060100208662,0.0,18164.70799970148,111330.15200655526,888419.6706626939,263152.707297903,0.0,0.0,0.0,41204.9803128483,254349.66409603428,0.0,0.0,90424.88977864612,0.0,0.0,0.0,0.0,0.0,84352.15197123047,0.0,0.0,0.0,0.0,8837.211353160155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.00994875,24.0,-24.0,13.443097603174083,10420828.092824996,402703.6788348061,90379.17594831379,212324.51098480902,77918.7980764077,29850.082885679476,0.0,0.0,8475.465111783189,898983.6613698496,382183.57111453486,0.0,11602.491569414171,0.0,757645.7671692192,81688.58777710411,0.0,0.0,284822.7163411897,0.0,0.0,0.0,0.0,200917.84539317846,154392.01066774604,0.0,0.0,0.0,0.0,38443.86499928694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.782995,26.0,-28.0,16.1252963185627,18636709.702989165,413365.0986598979,769559.7799915541,132965.89393442497,0.0,0.0,31885.232594004454,1510549.4859015788,60273.659931475515,0.0,0.0,0.0,0.0,0.0,0.0,192251.17040313664,0.0,0.0,49657.77139947179,0.0,0.0,0.0,0.0,1354249.3218448905,47621.27796622235,0.0,0.0,0.0,0.0,364317.1999741022,0.0,0.0,0.0,0.0,41811.34855604549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.87261375,50.0,-76.0,14.917381461022167,12067398.145420955,664877.7678486924,735034.4609364724,285245.9776324908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46380.51786278489,385049.9514731004,0.0,0.0,3503453.6465682387,0.0,0.0,0.0,139004.7010626411,260736.55043625084,34513.75329704311,0.0,0.0,0.0,74402.34030875459,980384.6027119329,11539.477468670199,0.0,0.0,0.0,530396.2160656201,0.0,0.0,0.0,19789.565993932665,10606.827858848912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0074125,26.0,-26.0,13.461628396079822,10450008.327195985,29106.97820200054,88461.38735502801,0.0,0.0,0.0,409221.1187196466,3804964.019298582,350394.27867869707,67155.62688601232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30832.818619672045,0.0,0.0,0.0,0.0,0.0,48061.22121289488,0.0,0.0,0.0,0.0,975223.4672899783,0.0,0.0,49105.524706292636,715117.9645928259,387719.0039496004,0.0,0.0,0.0,1052707.3007619507,383966.025933476,0.0,0.0,0.0,0.0,0.0,0.0
0.69083875,29.0,-29.0,15.821060835290277,20950125.376026448,991732.4589785037,674886.630844633,323146.3846366668,79994.4958778054,0.0,148117.24597873358,3254331.843467589,28944.98428921282,0.0,0.0,0.0,0.0,0.0,81327.08283812169,188532.26926468394,0.0,0.0,106414.63222465303,0.0,0.0,0.0,0.0,23790.664759380466,10106.65338504058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8825525,114.0,-104.0,14.857860614158799,11995549.091543393,434962.7696420095,288182.333991714,63903.02210381195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31334.449368500682,0.0,0.0,0.0,14144.33061301581,0.0,0.0,0.0,16584.59507114696,489295.61855992285,249976.68278656897,0.0,0.0,0.0,237209.67597051914,201023.97012765892,0.0,0.0,0.0,0.0,0.0,0.0
-1.466525,25.0,-28.0,14.93749496519814,12684034.471206335,211597.30979130464,318185.6344435349,82460.5538163291,0.0,19812.55618376749,563412.3390810946,3865345.040687819,334631.14227912354,0.0,0.0,0.0,0.0,0.0,108828.57911600191,15798.920431098313,0.0,0.0,256908.18111705646,0.0,0.0,0.0,0.0,43829.288606550035,111572.26285814264,0.0,0.0,0.0,0.0,10753.409936408774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0011,27.0,-62.0,13.347254548277142,10359534.711445265,96365.92191254125,37911.212481681774,0.0,8829.679514901325,8408.846498308012,59569.85236479325,469490.6287780544,315494.18451130466,222874.8440170573,26175.358875924103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13131.484686692533,0.0,0.0,0.0,0.0,0.0,23588.836475787168,0.0,0.0,9988.950832574887,410561.60576860915,236305.65237603523,0.0,0.0,0.0,515631.3786310885,107484.4745209694,0.0,0.0,0.0,0.0,0.0,0.0
-0.99522,48.0,-53.0,15.321818041578325,10964450.864762515,255564.16367019256,22490.250820019843,10938.610280891638,63868.22302841791,0.0,0.0,9844.692920163714,62668.4612606335,639749.5437211036,228377.44446276457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160869.92926707747,0.0,0.0,0.0,10515.062232948094,98443.54103734277,0.0,0.0,144831.566311493,765700.2939850739,70846.98373701211,0.0,0.0,0.0,1200553.4059948707,695245.2528554286,0.0,0.0,0.0,0.0,0.0,1.0
-0.17554875,46.0,-39.0,14.654215684195455,9885131.079784518,338315.5457766867,38588.73257408695,9974.510997237263,73793.50630089117,10016.759412304433,0.0,58535.18378733802,172900.66070907403,597217.421455195,178753.49439248652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172247.38210868498,0.0,0.0,0.0,9482.616624171325,95748.00609231374,0.0,0.0,440792.6649111688,991976.2205073994,44367.314020650905,0.0,0.0,0.0,929742.2080263192,526627.8153333794,0.0,0.0,0.0,0.0,0.0,1.0
0.73713875,108.0,-107.0,15.110625586884401,21457348.041073482,509309.4534592518,616399.6310762331,274680.6568006512,80838.67872222095,0.0,152873.78161544248,2911471.8240667325,89858.96476915674,0.0,0.0,0.0,0.0,0.0,1989187.0126088732,168292.82650762255,0.0,0.0,440344.0450580191,0.0,0.0,0.0,0.0,180825.87501363925,0.0,0.0,0.0,0.0,0.0,74843.29221687428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.4732475,109.0,-128.0,12.311945572644008,12062555.371097373,941198.074518853,403465.0159018205,234078.57072336425,41772.408683317495,0.0,169951.50029468173,1170447.9442382283,1711400.7529361374,1846933.0769357777,18863.62960630959,0.0,0.0,0.0,10741.68864963537,239026.55485219747,0.0,0.0,403987.2894610163,0.0,0.0,0.0,0.0,152004.2829030031,93647.80565660354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.19056625,29.0,-27.0,12.90695651543264,11990883.13777009,428541.60717144964,137308.2564354912,81819.17425127931,68987.50950993728,18632.394217454843,0.0,25365.945875557023,94152.22922733182,828485.808880307,205119.35971973368,0.0,0.0,0.0,0.0,55663.66733890758,0.0,0.0,117515.4184622044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92612.9717887552,876295.3709756178,0.0,0.0,0.0,0.0,135263.97680402917,0.0,0.0,81931.76817332307,3768259.230005224,0.0,0.0,0.0,0.0,79431.92193240131,1632671.1832430726,0.0,0.0,0.0,0.0,0.0,0.0
-1.129705,127.0,-128.0,15.13213502252286,12731124.449265143,2923019.372502634,5122812.673647215,1162984.1261995062,11164.81897956496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512003.2187648829,191533.94707850312,0.0,0.0,696125.5600095767,0.0,0.0,0.0,0.0,81575.83238013732,899707.2491835816,0.0,0.0,0.0,0.0,23340.821100832392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.93834,48.0,-58.0,15.34643150493299,13426756.583609782,2194318.3508628844,4071252.1715956,1013256.5617459764,0.0,0.0,0.0,0.0,0.0,9874.619316892395,0.0,0.0,0.0,0.0,429533.2366992936,245303.13013678626,0.0,0.0,1255610.7955602338,0.0,0.0,0.0,0.0,53359.72634753042,1944230.2311898475,0.0,0.0,0.0,0.0,36289.92284611724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8633575,124.0,-72.0,16.058916719013194,12569503.52433499,1426482.5548580901,3031299.9553832193,803500.8313764017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448320.09834943287,155707.66982381538,0.0,0.0,455165.8315456025,0.0,0.0,0.0,0.0,149029.42681053036,1376870.4390220777,0.0,0.0,0.0,0.0,20189.759380064574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0057075,37.0,-39.0,13.655055675467809,10068875.736390274,306562.5576165206,63947.326516418005,16108.527270119499,78718.33666231825,19840.39136549983,0.0,29379.96764874212,190706.37790473943,1140450.6264879208,161540.44518861253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32910.37587489387,231085.3998672594,0.0,0.0,0.0,232158.95049002298,1021085.017670528,891117.1892866972,0.0,0.0,0.0,76556.07343835868,0.0,0.0,180894.09202626187,0.0,0.0,0.0,0.0,0.0,0.0,328616.2700275635,0.0,0.0,0.0,0.0,0.0,1.0
-0.1745725,25.0,-33.0,12.86643846889233,9084100.287456533,379149.7530599893,70259.14109533378,15388.30028072786,87271.69907180892,20124.239274442836,0.0,116890.97230467205,289826.4824289642,1173755.4409767352,123560.53538060086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61096.190473369425,233269.50099761656,0.0,0.0,0.0,180654.60077492267,685236.3014478161,891175.6526176599,0.0,0.0,0.0,76807.71927219177,0.0,0.0,217352.28832516604,0.0,0.0,0.0,0.0,0.0,0.0,102059.47767541991,0.0,0.0,0.0,0.0,0.0,1.0
